Video ID,Video Title,View Count,Like Count,Comment Count,YouTube Channel,Commenter Name,Comment,Comment Like Count
idLvqkDRIgM,"FC Bayern: Verabschiedung von Schnaderbeck, Lotzen & Co.",24445,334,5,FC Bayern Frauen,@ahmedaswan7031,حلوو,0
idLvqkDRIgM,"FC Bayern: Verabschiedung von Schnaderbeck, Lotzen & Co.",24445,334,5,FC Bayern Frauen,@carolperry7695,2:01 Jilldo,0
idLvqkDRIgM,"FC Bayern: Verabschiedung von Schnaderbeck, Lotzen & Co.",24445,334,5,FC Bayern Frauen,@jemand1537,Kirchberg an der Raab,1
idLvqkDRIgM,"FC Bayern: Verabschiedung von Schnaderbeck, Lotzen & Co.",24445,334,5,FC Bayern Frauen,@mathiasputtinger9729,Super Bayern,7
cF0QWWlAWic,DFB-Pokalfinale: Die FCB-Frauen auf dem Weg nach Köln,11834,189,6,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,🙏🙏🙏,0
cF0QWWlAWic,DFB-Pokalfinale: Die FCB-Frauen auf dem Weg nach Köln,11834,189,6,FC Bayern Frauen,@paulleitner8305,wer schaut sich sowas an ?,0
cF0QWWlAWic,DFB-Pokalfinale: Die FCB-Frauen auf dem Weg nach Köln,11834,189,6,FC Bayern Frauen,@gabbyc9532,English subs,1
cF0QWWlAWic,DFB-Pokalfinale: Die FCB-Frauen auf dem Weg nach Köln,11834,189,6,FC Bayern Frauen,@macmaasi79,"OLOLOL, Doppelpleite für den FCB!",3
cF0QWWlAWic,DFB-Pokalfinale: Die FCB-Frauen auf dem Weg nach Köln,11834,189,6,FC Bayern Frauen,@sexualverkehr66,Es war ein Spiel auf des Messers Scheide!,3
3dMgkE8nO9s,Saisonendspurt: Die FC Bayern Frauen vor dem Bremen-Spiel,754,40,1,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,😔😔😔,0
i1NP7ouEiKk,Die FC Bayern Frauen vor dem Spiel vs. USV Jena,1699,57,1,FC Bayern Frauen,@lisaleitner173,I love Bayern München,0
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,🌹,0
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@alemanha7x1brasil90,😜😜 woman delicious,0
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@willi1512,Kann man das Tor irgendwo am Stück ohne Unterbrechung sehen?,3
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@pleaseenteraname3435,DABritz😂😂😂,1
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@ingolutkebomk6017,Sara hat es einfach drauf,3
yEuUM_ncFw4,Tor des Monats... presented by Sara DABritz,4797,98,6,FC Bayern Frauen,@uwehollmann6186,Ich bin ein Fan von FC Bayern Muenchen aber nicht von den Herren sondern von den Frauen Nacht writer so,1
U_iTHLN-jkc,Die Spannung steigt! Die FCB-Frauen vor dem DFB-Pokal-Halbfinale,2758,80,1,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,❤️,0
