Video Title,Like Count,View Count,Comment Count,Commenter Name,Comment,Comment Like Count,YouTube Channel
Pressetalk mit Kompany und Freund vor FC Bayern - FC St. Pauli | Bundesliga,1812,58888,211,@georgsenger-hirschlein4597,"Die letzte Beantwortung hab ich leider net verstanden da mein Schulenglisch scho über 45 Jahre her is
Aber bei der Frage über Rannick wär ich als Bayerntrainer weggegangen es warn keine oder eine Frage zem nächstn Spiel und die sogenannten Journalisten solltn sich auch mol selber fragn isses wirklich net a Frechheit in Anwesenheit des Trainers so was zu machn 
Es is ein Podium zem nächstn Spiel und net a Hinterfragungsfläche fürn Verein  
Sorry mei Meinung",0,FC Bayern München
Thiago hits an absolute Evergreen! 🥶,34282,1250302,204,@jamaluddinkhan1169,Ofcourse it had to be Alcantara,0,FC Bayern München
"Müller's penalty technique, Olise & Sané combine brilliantly! | Best Of Training November",3901,143035,76,@AfiqHilman-t8r,Thomas trolling mbappe is wild and funny fr😂😅,0,FC Bayern München
The new stadium anthem of FC Bayern - a present by the Südkurve München 🎶,28998,847999,1616,@andreasgolisch1755,Einfach nur geil! Diese Opernstimme Paar wie die Faust aufs Auge. Hatte Tränen in den Augen. Alles Gute zum 125sten,16,FC Bayern München
Neuer is there when you need him 🥰,13693,331912,131,@NaveenGeorge-m5n,That's why he's the goat,13,FC Bayern München
Thiago hits an absolute Evergreen! 🥶,34282,1250302,204,@Readytodie0,Thiago was the most elegant Player ❤,0,FC Bayern München
Dier & Kane made history with this one! 🏴󠁧󠁢󠁥󠁮󠁧󠁿,74656,1375611,375,@BobBobOnYouTube,Imagine if they did stuff like this when they play for England. That would be pretty cool.,0,FC Bayern München
All Goals and Highlights | Beckenbauer Cup 2025,18260,927486,654,@mariocervantes9952,Es un grandísimo placer ver jugar a Robben y Ribéry,6,FC Bayern München
Giving it 100 % in preparation of the comeback in Milano! | Inside Training – Champions League,3061,87546,106,@monikafisches2145,Ich wünsche mir das ihr morgen gewinnen ich drücke die Daumen für euch,12,FC Bayern München
"""My biggest dream is to ..."" – Harry Kane's German Lesson | FC Bayern",12626,304339,758,@karmoth6666,I love this guy so much❤❤❤❤❤❤,11,FC Bayern München
"We face Leverkusen! That's what Müller, Laimer & Davies say about the round of 16 draw",2731,68773,183,@Txetxema,Espero que empatem os dois jogos,0,FC Bayern München
A special guest at Säbener 🥰 #FCBayern #MiaSanMia,33019,1181386,348,@RonaldoMorais-f4f,Jogar muito 7 🏆⚽31,0,FC Bayern München
Goosebumps – The new FC Bayern stadium anthem LIVE at Allianz Arena ❤️🤍,10338,308410,559,@rashikthapa145,If we win or lose Mia san Mia ❤️🤍 Deutscher Meister 🧣,21,FC Bayern München
BAYERN 🔴⚪️,5771,73578,97,@Ressu007,Brilliant news!,3,FC Bayern München
"""Even with the Booster?!"" 😂 eFootball x FC Bayern Card Challenge with Olise, Musiala, Kimmich & Kim",5196,129608,180,@SakiratHanafi,Olise and jamal is the reason I'm here😂❤,0,FC Bayern München
How Thomas Müller experienced his last home game 🥺 | FC Bayern Behind the Scenes,9053,241671,343,@bbaauum,Ich erinner mich noch gut an die erste Einwechslung ❤,0,FC Bayern München
Olise on fire 🔥,133829,3512974,253,@speedyboi2.0,Wanna,0,FC Bayern München
Pressetalk mit Kompany und Freund vor FC Bayern - FC St. Pauli | Bundesliga,1812,58888,211,@danielpreuninger5265,Ich hoffe und tippe das der Fc Bayern München am Samstagnachmittag mit 3:1 oder 4:1 Zuhause gegen Den Fc St.Pauli gewinnt das wäre sehr cool Mia San Mia Fc Bayern München ❤️🇩🇪👍🏻✌🏻👌🏟️👀⚽😍😊,0,FC Bayern München
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@piotrteichertkajzer4260,Mia San Mia,1,FC Bayern München
